satici_tip,Metrekare,Oda_Sayisi,il,Ilce,Mahalle,Tarih,fiyat
Emlak-ofisinden,85.0,2+1,Samsun,Atakum,Atakent,24 Mayıs  2025,3850000
Emlak-ofisinden,190.0,4+1,Samsun,İlkadım,İstasyon,24 Mayıs  2025,6250000
Emlak-ofisinden,110.0,2+1,Samsun,Atakum,Atakent,24 Mayıs  2025,3900000
Emlak-ofisinden,125.0,3+1,Samsun,Vezirköprü,Gölköy,24 Mayıs  2025,3700000
Emlak-ofisinden,145.0,3+1,Samsun,Atakum,Bilinmiyor,24 Mayıs  2025,4650000
Emlak-ofisinden,150.0,3+1,Samsun,Terme,Evci,24 Mayıs  2025,3540000
Emlak-ofisinden,135.0,3+1,Samsun,Terme,Hüseyinmescidi,24 Mayıs  2025,1490000
Emlak-ofisinden,88.0,2+1,Samsun,Atakum,Bilinmiyor,17 Mayıs  2025,2300000
Emlak-ofisinden,140.0,3+1,Samsun,Atakum,Bilinmiyor,24 Mayıs  2025,2900000
Emlak-ofisinden,55.0,1+1,Samsun,Atakum,Kurupelit,24 Mayıs  2025,1850000
Sahibinden,250.0,4+1,Mugla,Fethiye,Bilinmiyor,22 Mayıs  2025,7750000
Sahibinden,60.0,1+1,Mugla,Ortaca,Bilinmiyor,22 Mayıs  2025,2750000
Sahibinden,110.0,2+1,Mugla,Milas,Köyler,05 Mayıs  2025,6250000
Sahibinden,100.0,2+1,Mugla,Ortaca,Bilinmiyor,25 Mayıs  2025,2700000
Sahibinden,125.0,2+1,Mugla,Milas,Güllük,24 Mayıs  2025,4888000
Sahibinden,125.0,2+1,Mugla,Ortaca,Bilinmiyor,24 Mayıs  2025,3000000
Sahibinden,45.0,1+1,Mugla,Dalaman,Bilinmiyor,24 Mayıs  2025,3000000
Sahibinden,120.0,2+1,Mugla,Bodrum,Yalıkavak,24 Mayıs  2025,10850000
Sahibinden,146.0,3+1,Mugla,Dalaman,Bilinmiyor,24 Mayıs  2025,4550000
Sahibinden,148.0,3+1,Mugla,Dalaman,Bilinmiyor,24 Mayıs  2025,6250000
Sahibinden,140.0,3+1,Mugla,Ortaca,Bilinmiyor,24 Mayıs  2025,5750000
Sahibinden,90.0,2+1,Mugla,Yatağan,Bilinmiyor,24 Mayıs  2025,2800000
Sahibinden,125.0,2+1,Mugla,Fethiye,Ölüdeniz,24 Mayıs  2025,8200000
Sahibinden,70.0,2+1,Mugla,Bodrum,Mumcular,24 Mayıs  2025,3900000
Sahibinden,200.0,4+1,Mugla,Köyceğiz,Bilinmiyor,24 Mayıs  2025,8350000
Sahibinden,90.0,2+1,Mugla,Marmaris,Bilinmiyor,24 Mayıs  2025,5950000
Sahibinden,66.0,1+1,Mugla,Fethiye,Karaçulha,24 Mayıs  2025,4375000
Sahibinden,110.0,2+1,Mugla,Milas,Güllük,24 Mayıs  2025,9500000
Sahibinden,135.0,2+1,Mugla,Menteşe,Merkez,24 Mayıs  2025,5800000
Sahibinden,140.0,2+1,Mugla,Datça,Bilinmiyor,24 Mayıs  2025,7200000
Sahibinden,200.0,4+1,Mugla,Fethiye,Karaçulha,24 Mayıs  2025,6000000
Sahibinden,100.0,2+1,Mugla,Ula,Bilinmiyor,24 Mayıs  2025,4750000
Sahibinden,90.0,2+1,Mugla,Milas,Bilinmiyor,24 Mayıs  2025,3750000
Sahibinden,55.0,1+1,Mugla,Bodrum,Turgutreis,24 Mayıs  2025,5950000
Sahibinden,115.0,3+1,Mugla,Milas,Ören,24 Mayıs  2025,5500000
Sahibinden,140.0,2+1,Mugla,Bodrum,Turgutreis,24 Mayıs  2025,18600000
Sahibinden,90.0,2+1,Mugla,Bodrum,Mumcular,24 Mayıs  2025,4350000
Sahibinden,62.0,2+1,Mugla,Dalaman,Köyler,24 Mayıs  2025,4000000
Sahibinden,110.0,2+1,Mugla,Dalaman,Bilinmiyor,24 Mayıs  2025,4000000
Sahibinden,70.0,1+1,Mugla,Dalaman,Bilinmiyor,24 Mayıs  2025,2600000
Sahibinden,85.0,2+1,Mugla,Kavaklıdere,Köyler,23 Mayıs  2025,2500000
Sahibinden,110.0,2+1,Mugla,Dalaman,Bilinmiyor,23 Mayıs  2025,4250000
Sahibinden,130.0,3+1,Mugla,Bodrum,Turgutreis,23 Mayıs  2025,13500000
Sahibinden,100.0,2+1,Mugla,Milas,Bilinmiyor,23 Mayıs  2025,3500000
Sahibinden,85.0,2+1,Mugla,Yatağan,Köyler,23 Mayıs  2025,3050000
Sahibinden,128.0,3+1,Mugla,Fethiye,Bilinmiyor,23 Mayıs  2025,5500000
Sahibinden,65.0,1+1,Mugla,Milas,Güllük,23 Mayıs  2025,4550000
Sahibinden,90.0,2+1,Mugla,Bodrum,Güvercinlik,23 Mayıs  2025,4500000
Sahibinden,60.0,2+1,Mugla,Menteşe,Merkez,23 Mayıs  2025,3000000
Sahibinden,190.0,4+1,Mugla,Fethiye,Bilinmiyor,23 Mayıs  2025,15000000
Sahibinden,115.0,2+1,Mugla,Dalaman,Bilinmiyor,23 Mayıs  2025,3450000
Sahibinden,180.0,4+1,Mugla,Fethiye,Bilinmiyor,23 Mayıs  2025,7750000
Sahibinden,38.0,1+1,Mugla,Dalaman,Bilinmiyor,23 Mayıs  2025,2750000
Sahibinden,103.0,2+1,Mugla,Menteşe,Merkez,23 Mayıs  2025,6500000
Sahibinden,126.0,3+1,Mugla,Menteşe,Merkez,23 Mayıs  2025,7500000
Sahibinden,85.0,3+1,Mugla,Bodrum,Turgutreis,23 Mayıs  2025,6200000
Sahibinden,95.0,2+1,Mugla,Milas,Bilinmiyor,23 Mayıs  2025,5199000
Sahibinden,95.0,2+1,Mugla,Bodrum,Yalıkavak,23 Mayıs  2025,12500000
Sahibinden,61.0,1+1,Mugla,Bodrum,Mumcular,23 Mayıs  2025,2900000
Sahibinden,100.0,2+1,Mugla,Menteşe,Merkez,23 Mayıs  2025,5199000
Sahibinden,200.0,2+1,Mugla,Milas,Güllük,23 Mayıs  2025,4500000
Sahibinden,150.0,3+1,Mugla,Bodrum,Güvercinlik,23 Mayıs  2025,14570000
Sahibinden,40.0,3+0,Mugla,Menteşe,Merkez,23 Mayıs  2025,1870000
Sahibinden,90.0,2+1,Mugla,Milas,Güllük,23 Mayıs  2025,4800000
Sahibinden,130.0,3+1,Mugla,Milas,Bilinmiyor,23 Mayıs  2025,5250000
Sahibinden,120.0,3+1,Mugla,Seydikemer,Merkez,22 Mayıs  2025,4500000
Sahibinden,170.0,3+1,Mugla,Marmaris,Bilinmiyor,22 Mayıs  2025,10000000
Sahibinden,150.0,3+1,Mugla,Marmaris,Bilinmiyor,22 Mayıs  2025,12000000
Sahibinden,100.0,2+1,Mugla,Dalaman,Bilinmiyor,22 Mayıs  2025,3750000
Sahibinden,100.0,2+1,Mugla,Dalaman,Bilinmiyor,22 Mayıs  2025,3200000
Sahibinden,83.0,1+1,Mugla,Dalaman,Bilinmiyor,22 Mayıs  2025,3400000
Sahibinden,100.0,2+1,Mugla,Marmaris,Beldeler,22 Mayıs  2025,6350000
Sahibinden,108.0,2+1,Mugla,Bodrum,Bilinmiyor,22 Mayıs  2025,9000000
Sahibinden,210.0,4+1,Mugla,Köyceğiz,Bilinmiyor,22 Mayıs  2025,10250000
Sahibinden,50.0,1+1,Mugla,Milas,Bilinmiyor,22 Mayıs  2025,2625000
Sahibinden,85.0,2+1,Mugla,Kavaklıdere,Bilinmiyor,22 Mayıs  2025,2450000
Sahibinden,110.0,3+1,Mugla,Menteşe,Merkez,22 Mayıs  2025,4250000
Sahibinden,147.0,3+1,Mugla,Menteşe,Merkez,24 Mayıs  2025,7500000
Sahibinden,75.0,2+1,Mugla,Bodrum,Bilinmiyor,22 Mayıs  2025,6450000
Sahibinden,171.0,3+1,Mugla,Menteşe,Merkez,22 Mayıs  2025,9350000
Sahibinden,110.0,2+1,Mugla,Datça,Bilinmiyor,22 Mayıs  2025,8500000
Sahibinden,110.0,3+1,Mugla,Milas,Bilinmiyor,21 Mayıs  2025,9350000
Sahibinden,85.0,2+1,Mugla,Marmaris,İçmeler,21 Mayıs  2025,6750000
Sahibinden,150.0,3+1,Mugla,Ortaca,Bilinmiyor,21 Mayıs  2025,6250000
Sahibinden,120.0,2+1,Mugla,Milas,Bilinmiyor,21 Mayıs  2025,5400000
Sahibinden,60.0,1+1,Mugla,Dalaman,Bilinmiyor,21 Mayıs  2025,2750000
Sahibinden,80.0,2+1,Mugla,Ortaca,Bilinmiyor,23 Mayıs  2025,3550000
Sahibinden,200.0,4+1,Mugla,Fethiye,Göcek,21 Mayıs  2025,22000000
Sahibinden,60.0,1+1,Mugla,Dalaman,Bilinmiyor,21 Mayıs  2025,3550000
Sahibinden,170.0,2+1,Mugla,Marmaris,Bilinmiyor,21 Mayıs  2025,20000000
Sahibinden,155.0,3+1,Mugla,Köyceğiz,Bilinmiyor,21 Mayıs  2025,8900000
Sahibinden,125.0,3+1,Mugla,Bodrum,Yalıkavak,21 Mayıs  2025,19000000
Sahibinden,75.0,1+1,Mugla,Bodrum,Gümüşlük,21 Mayıs  2025,12750000
Sahibinden,270.0,5+1,Mugla,Fethiye,Bilinmiyor,21 Mayıs  2025,13500000
Sahibinden,130.0,3+1,Mugla,Ula,Bilinmiyor,21 Mayıs  2025,4250000
Sahibinden,80.0,2+1,Mugla,Bodrum,Bitez,21 Mayıs  2025,9250000
Sahibinden,90.0,2+1,Mugla,Fethiye,Karaçulha,21 Mayıs  2025,4499000
Sahibinden,145.0,2+1,Mugla,Dalaman,Bilinmiyor,21 Mayıs  2025,3650000
Sahibinden,95.0,2+1,Mugla,Seydikemer,Merkez,21 Mayıs  2025,3240000
Sahibinden,55.0,1+1,Mugla,Köyceğiz,Bilinmiyor,21 Mayıs  2025,3750000
Sahibinden,85.0,2+1,Mugla,Bodrum,Turgutreis,21 Mayıs  2025,8500000
Sahibinden,65.0,2+1,Mugla,Ula,Gökova,20 Mayıs  2025,6450000
Sahibinden,160.0,4+1,Mugla,Fethiye,Bilinmiyor,20 Mayıs  2025,6450000
Sahibinden,450.0,3+1,Mugla,Bodrum,Turgutreis,20 Mayıs  2025,9500000
Sahibinden,80.0,1+1,Mugla,Bodrum,Turgutreis,20 Mayıs  2025,10950000
Sahibinden,100.0,2+1,Mugla,Seydikemer,Merkez,22 Mayıs  2025,3900000
Sahibinden,70.0,1+1,Mugla,Fethiye,Bilinmiyor,20 Mayıs  2025,8960000
Sahibinden,68.0,1+1,Mugla,Fethiye,Karaçulha,20 Mayıs  2025,2800000
Sahibinden,63.0,2+1,Mugla,Fethiye,Bilinmiyor,20 Mayıs  2025,5350000
Sahibinden,90.0,2+1,Mugla,Bodrum,Turgutreis,20 Mayıs  2025,7900000
Sahibinden,135.0,3+1,Mugla,Fethiye,Bilinmiyor,20 Mayıs  2025,6700000
Sahibinden,50.0,1+1,Mugla,Marmaris,Bilinmiyor,20 Mayıs  2025,3850000
Sahibinden,95.0,2+1,Mugla,Yatağan,Bilinmiyor,20 Mayıs  2025,2950000
Sahibinden,60.0,1+1,Mugla,Dalaman,Bilinmiyor,22 Mayıs  2025,2900000
Sahibinden,120.0,3+1,Mugla,Datça,Bilinmiyor,20 Mayıs  2025,8850000
Sahibinden,120.0,2+1,Mugla,Marmaris,İçmeler,20 Mayıs  2025,6250000
Sahibinden,40.0,Stüdyo (1+0),Mugla,Marmaris,Bilinmiyor,22 Mayıs  2025,2950000
Sahibinden,40.0,1+1,Mugla,Bodrum,Konacık,20 Mayıs  2025,3450000
Sahibinden,140.0,3+1,Mugla,Köyceğiz,Bilinmiyor,20 Mayıs  2025,5750000
Sahibinden,130.0,3+1,Mugla,Fethiye,Bilinmiyor,20 Mayıs  2025,7890000
Sahibinden,105.0,2+1,Mugla,Dalaman,Bilinmiyor,20 Mayıs  2025,4550000
Sahibinden,65.0,1+1,Mugla,Milas,Güllük,20 Mayıs  2025,1000000
Sahibinden,90.0,2+1,Mugla,Bodrum,Güvercinlik,19 Mayıs  2025,8850000
Sahibinden,150.0,2+1,Mugla,Bodrum,Bilinmiyor,19 Mayıs  2025,11000000
Sahibinden,90.0,2+1,Mugla,Bodrum,Güvercinlik,19 Mayıs  2025,5500000
Sahibinden,100.0,2+1,Mugla,Fethiye,Bilinmiyor,19 Mayıs  2025,11000000
Sahibinden,85.0,2+1,Mugla,Fethiye,Bilinmiyor,19 Mayıs  2025,5600000
Sahibinden,100.0,2+1,Mugla,Datça,Bilinmiyor,19 Mayıs  2025,8750000
Sahibinden,145.0,3+1,Mugla,Seydikemer,Merkez,19 Mayıs  2025,4000000
Sahibinden,55.0,1+1,Mugla,Bodrum,Turgutreis,19 Mayıs  2025,6150000
Sahibinden,108.0,2+1,Mugla,Menteşe,Merkez,19 Mayıs  2025,6850000
Sahibinden,155.0,3+1,Mugla,Milas,Bilinmiyor,19 Mayıs  2025,3950000
Sahibinden,100.0,2+1,Mugla,Ula,Bilinmiyor,19 Mayıs  2025,4000000
Sahibinden,117.0,2+1,Mugla,Menteşe,Merkez,19 Mayıs  2025,5500000
Sahibinden,65.0,1+1,Mugla,Milas,Güllük,19 Mayıs  2025,4950000
Sahibinden,180.0,4+1,Mugla,Fethiye,Bilinmiyor,19 Mayıs  2025,5855000
Sahibinden,125.0,3+1,Mugla,Yatağan,Bilinmiyor,19 Mayıs  2025,3897000
Sahibinden,170.0,4+1,Mugla,Bodrum,Turgutreis,19 Mayıs  2025,17000000
Sahibinden,80.0,2+1,Mugla,Ula,Bilinmiyor,19 Mayıs  2025,4750000
Sahibinden,90.0,2+1,Mugla,Menteşe,Merkez,19 Mayıs  2025,3400000
Sahibinden,120.0,3+1,Mugla,Yatağan,Bilinmiyor,19 Mayıs  2025,4100000
Sahibinden,85.0,2+1,Mugla,Bodrum,Turgutreis,19 Mayıs  2025,7500000
Sahibinden,85.0,2+1,Mugla,Fethiye,Bilinmiyor,19 Mayıs  2025,4900000
Sahibinden,90.0,2+1,Mugla,Dalaman,Bilinmiyor,19 Mayıs  2025,4650000
Sahibinden,200.0,5+1,Mugla,Milas,Bilinmiyor,19 Mayıs  2025,6750000
Sahibinden,45.0,1+1,Mugla,Milas,Güllük,19 Mayıs  2025,3375000
Sahibinden,120.0,2+1,Mugla,Fethiye,Bilinmiyor,19 Mayıs  2025,6900000
Sahibinden,120.0,2+1,Mugla,Marmaris,Bilinmiyor,19 Mayıs  2025,6970000
Sahibinden,80.0,2+1,Mugla,Ortaca,Bilinmiyor,18 Mayıs  2025,3400000
Sahibinden,135.0,3+1,Mugla,Dalaman,Bilinmiyor,18 Mayıs  2025,5250000
Sahibinden,100.0,2+1,Mugla,Fethiye,Bilinmiyor,18 Mayıs  2025,6000000
Sahibinden,350.0,5+2,Mugla,Bodrum,Bilinmiyor,18 Mayıs  2025,30000000
Sahibinden,195.0,4+2,Mugla,Köyceğiz,Bilinmiyor,18 Mayıs  2025,7550000
Sahibinden,90.0,2+1,Mugla,Bodrum,Turgutreis,18 Mayıs  2025,5800000
Sahibinden,60.0,1+1,Mugla,Dalaman,Bilinmiyor,18 Mayıs  2025,3600000
Sahibinden,115.0,2+1,Mugla,Bodrum,Göltürkbükü,18 Mayıs  2025,12500000
Sahibinden,150.0,3+2,Mugla,Marmaris,Bilinmiyor,18 Mayıs  2025,12500000
Sahibinden,65.0,1+1,Mugla,Dalaman,Bilinmiyor,18 Mayıs  2025,2545000
Sahibinden,180.0,3+1,Mugla,Menteşe,Merkez,18 Mayıs  2025,8750000
Sahibinden,100.0,2+1,Mugla,Datça,Bilinmiyor,18 Mayıs  2025,9200000
Sahibinden,100.0,2+1,Mugla,Dalaman,Bilinmiyor,17 Mayıs  2025,7100000
Sahibinden,85.0,2+1,Mugla,Bodrum,Mumcular,18 Mayıs  2025,5000000
Sahibinden,75.0,2+1,Mugla,Bodrum,Konacık,18 Mayıs  2025,8500000
Sahibinden,165.0,3+1,Mugla,Dalaman,Bilinmiyor,17 Mayıs  2025,4200000
Sahibinden,100.0,2+1,Mugla,Datça,Bilinmiyor,17 Mayıs  2025,8745000
Sahibinden,103.0,2+1,Mugla,Menteşe,Merkez,21 Mayıs  2025,6000000
Sahibinden,170.0,4+1,Mugla,Fethiye,Bilinmiyor,17 Mayıs  2025,7175000
Sahibinden,125.0,2+1,Mugla,Seydikemer,Merkez,17 Mayıs  2025,3750000
Sahibinden,95.0,2+1,Mugla,Ortaca,Bilinmiyor,17 Mayıs  2025,3775000
Sahibinden,180.0,4+1,Mugla,Fethiye,Bilinmiyor,17 Mayıs  2025,7100000
Sahibinden,130.0,3+1,Mugla,Bodrum,Gündoğan,17 Mayıs  2025,7950000
Sahibinden,103.0,2+1,Mugla,Menteşe,Merkez,17 Mayıs  2025,6150000
Sahibinden,55.0,1+1,Mugla,Datça,Bilinmiyor,17 Mayıs  2025,5549000
Sahibinden,250.0,3+1,Mugla,Dalaman,Bilinmiyor,17 Mayıs  2025,5250000
Sahibinden,100.0,2+1,Mugla,Fethiye,Bilinmiyor,17 Mayıs  2025,4550000
Sahibinden,90.0,3+1,Mugla,Bodrum,Turgutreis,17 Mayıs  2025,15000000
Sahibinden,140.0,3+1,Mugla,Menteşe,Merkez,17 Mayıs  2025,6900000
Sahibinden,145.0,3+1,Mugla,Marmaris,Bilinmiyor,17 Mayıs  2025,5700000
Sahibinden,150.0,3+1,Mugla,Dalaman,Bilinmiyor,17 Mayıs  2025,4250000
Sahibinden,180.0,3+1,Mugla,Marmaris,Beldeler,17 Mayıs  2025,12000000
Sahibinden,40.0,Stüdyo (1+0),Mugla,Dalaman,Bilinmiyor,17 Mayıs  2025,1595000
Sahibinden,112.0,3+1,Mugla,Seydikemer,Merkez,17 Mayıs  2025,4050000
Sahibinden,145.0,3+1,Mugla,Dalaman,Bilinmiyor,17 Mayıs  2025,1595000
Sahibinden,145.0,2+1,Mugla,Bodrum,Gündoğan,17 Mayıs  2025,17450000
Sahibinden,49.0,1+1,Mugla,Milas,Güllük,17 Mayıs  2025,3700000
Sahibinden,75.0,2+1,Mugla,Dalaman,Bilinmiyor,17 Mayıs  2025,3275000
Sahibinden,147.0,3+1,Mugla,Yatağan,Bilinmiyor,17 Mayıs  2025,6000000
Sahibinden,300.0,2+1,Mugla,Bodrum,Turgutreis,17 Mayıs  2025,12950000
Sahibinden,112.0,2+1,Mugla,Ortaca,Bilinmiyor,16 Mayıs  2025,4100000
Sahibinden,60.0,1+1,Mugla,Dalaman,Bilinmiyor,16 Mayıs  2025,3045000
Sahibinden,45.0,1+1,Mugla,Milas,Bilinmiyor,16 Mayıs  2025,3200000
Sahibinden,48.0,1+1,Mugla,Milas,Bilinmiyor,16 Mayıs  2025,12500000
Sahibinden,135.0,3+1,Mugla,Menteşe,Merkez,18 Mayıs  2025,10500000
Sahibinden,125.0,3+1,Mugla,Köyceğiz,Bilinmiyor,16 Mayıs  2025,6550000
Sahibinden,90.0,2+1,Mugla,Milas,Güllük,16 Mayıs  2025,6750000
Sahibinden,93.0,2+1,Mugla,Bodrum,Mumcular,16 Mayıs  2025,4100000
Sahibinden,120.0,2+1,Mugla,Bodrum,Turgutreis,16 Mayıs  2025,7450000
Sahibinden,110.0,3+1,Mugla,Dalaman,Bilinmiyor,16 Mayıs  2025,4750000
Sahibinden,160.0,3+1,Mugla,Menteşe,Merkez,16 Mayıs  2025,5500000
Sahibinden,200.0,4+1,Mugla,Milas,Bilinmiyor,16 Mayıs  2025,5500000
Sahibinden,65.0,2+1,Mugla,Datça,Bilinmiyor,16 Mayıs  2025,5125000
Sahibinden,55.0,1+1,Mugla,Menteşe,Merkez,18 Mayıs  2025,3350000
Sahibinden,200.0,3+1,Mugla,Fethiye,Bilinmiyor,16 Mayıs  2025,8100000
Sahibinden,125.0,3+1,Mugla,Ula,Bilinmiyor,16 Mayıs  2025,6250000
Sahibinden,103.0,2+1,Mugla,Menteşe,Merkez,16 Mayıs  2025,5650000
Sahibinden,45.0,1+1,Mugla,Menteşe,Merkez,16 Mayıs  2025,3250000
Sahibinden,115.0,2+1,Mugla,Yatağan,Bilinmiyor,16 Mayıs  2025,2950000
Sahibinden,110.0,3+1,Mugla,Bodrum,Mumcular,16 Mayıs  2025,5000000
Sahibinden,150.0,3+1,Mugla,Fethiye,Bilinmiyor,15 Mayıs  2025,6700000
Sahibinden,85.0,2+1,Mugla,Seydikemer,Merkez,15 Mayıs  2025,3785000
Sahibinden,60.0,1+1,Mugla,Dalaman,Bilinmiyor,15 Mayıs  2025,3050000
Sahibinden,55.0,1+1,Mugla,Dalaman,Köyler,15 Mayıs  2025,2900000
Sahibinden,130.0,3+1,Mugla,Dalaman,Bilinmiyor,15 Mayıs  2025,3600000
Sahibinden,95.0,2+1,Mugla,Ula,Bilinmiyor,15 Mayıs  2025,4650000
Sahibinden,90.0,3+1,Mugla,Bodrum,Turgutreis,15 Mayıs  2025,7700000
Sahibinden,110.0,2+1,Mugla,Fethiye,Göcek,15 Mayıs  2025,14850000
Sahibinden,160.0,3+1,Mugla,Ortaca,Bilinmiyor,15 Mayıs  2025,4950000
Sahibinden,180.0,3+1,Mugla,Bodrum,Gündoğan,15 Mayıs  2025,9400000
Sahibinden,42.0,1+1,Mugla,Milas,Güllük,15 Mayıs  2025,3950000
Sahibinden,175.0,3+1,Mugla,Dalaman,Bilinmiyor,15 Mayıs  2025,4700000
Sahibinden,58.0,1+1,Mugla,Ula,Bilinmiyor,15 Mayıs  2025,2495000
Sahibinden,100.0,2+1,Mugla,Marmaris,Bilinmiyor,15 Mayıs  2025,6750000
Sahibinden,90.0,1+1,Mugla,Bodrum,Turgutreis,15 Mayıs  2025,12500000
Sahibinden,75.0,2+1,Mugla,Milas,Bilinmiyor,15 Mayıs  2025,5250000
Sahibinden,100.0,2+1,Mugla,Bodrum,Gündoğan,15 Mayıs  2025,11350000
Sahibinden,140.0,2+1,Mugla,Marmaris,Beldeler,15 Mayıs  2025,11400000
Sahibinden,50.0,1+1,Mugla,Ortaca,Bilinmiyor,15 Mayıs  2025,2570000
Sahibinden,90.0,1+1,Mugla,Ortaca,Bilinmiyor,14 Mayıs  2025,3750000
Sahibinden,105.0,3+1,Mugla,Seydikemer,Merkez,14 Mayıs  2025,3450000
Sahibinden,105.0,2+1,Mugla,Menteşe,Merkez,14 Mayıs  2025,3750000
Sahibinden,115.0,3+1,Mugla,Bodrum,Turgutreis,14 Mayıs  2025,9300000
Sahibinden,85.0,2+1,Mugla,Köyceğiz,Bilinmiyor,14 Mayıs  2025,5400000
Sahibinden,137.0,3+1,Mugla,Bodrum,Turgutreis,14 Mayıs  2025,7000000
Sahibinden,80.0,2+1,Mugla,Milas,Bilinmiyor,14 Mayıs  2025,8750000
Sahibinden,180.0,4+1,Mugla,Fethiye,Bilinmiyor,14 Mayıs  2025,7500000
Sahibinden,105.0,2+1,Mugla,Menteşe,Merkez,14 Mayıs  2025,5275000
Sahibinden,105.0,3+1,Mugla,Ula,Akyaka,14 Mayıs  2025,11000000
Sahibinden,130.0,3+1,Mugla,Menteşe,Merkez,14 Mayıs  2025,5650000
Sahibinden,95.0,2+1,Mugla,Fethiye,Bilinmiyor,14 Mayıs  2025,6500000
Sahibinden,70.0,2+1,Mugla,Milas,Bilinmiyor,14 Mayıs  2025,8250000
Sahibinden,110.0,3+1,Mugla,Bodrum,Ortakentyahşi,14 Mayıs  2025,12000000
Sahibinden,90.0,2+1,Mugla,Bodrum,Mumcular,14 Mayıs  2025,4680000
Sahibinden,90.0,3+1,Mugla,Marmaris,Bilinmiyor,14 Mayıs  2025,8500000
Sahibinden,100.0,2+1,Mugla,Dalaman,Bilinmiyor,14 Mayıs  2025,4950000
Sahibinden,50.0,1+1,Mugla,Menteşe,Merkez,14 Mayıs  2025,2500000
Sahibinden,100.0,2+1,Mugla,Fethiye,Bilinmiyor,13 Mayıs  2025,3650000
Sahibinden,105.0,2+1,Mugla,Fethiye,Ölüdeniz,13 Mayıs  2025,7750000
Sahibinden,100.0,2+1,Mugla,Ula,Bilinmiyor,13 Mayıs  2025,4430000
Sahibinden,106.0,2+1,Mugla,Menteşe,Merkez,13 Mayıs  2025,8000000
Sahibinden,110.0,2+1,Mugla,Dalaman,Bilinmiyor,13 Mayıs  2025,2850000
Sahibinden,160.0,3+1,Mugla,Menteşe,Merkez,13 Mayıs  2025,10500000
Sahibinden,150.0,3+1,Mugla,Fethiye,Bilinmiyor,13 Mayıs  2025,5500000
Sahibinden,100.0,2+1,Mugla,Marmaris,Beldibi,13 Mayıs  2025,6400000
Sahibinden,125.0,3+1,Mugla,Fethiye,Bilinmiyor,13 Mayıs  2025,7500000
Sahibinden,95.0,2+1,Mugla,Marmaris,Bilinmiyor,13 Mayıs  2025,6000000
Sahibinden,160.0,3+1,Mugla,Fethiye,Bilinmiyor,13 Mayıs  2025,6700000
Sahibinden,312.0,3+1,Mugla,Bodrum,Gümüşlük,13 Mayıs  2025,12000000
Sahibinden,60.0,1+1,Mugla,Datça,Bilinmiyor,13 Mayıs  2025,5650000
Sahibinden,120.0,3+1,Mugla,Kavaklıdere,Bilinmiyor,13 Mayıs  2025,3150000
Sahibinden,95.0,2+1,Mugla,Bodrum,Turgutreis,13 Mayıs  2025,6250000
Sahibinden,75.0,2+1,Mugla,Milas,Ören,13 Mayıs  2025,5200000
Sahibinden,145.0,3+1,Mugla,Köyceğiz,Bilinmiyor,12 Mayıs  2025,11000000
Sahibinden,220.0,4+1,Mugla,Marmaris,Bilinmiyor,12 Mayıs  2025,15995000
Sahibinden,146.0,3+1,Mugla,Menteşe,Merkez,12 Mayıs  2025,13250000
Sahibinden,75.0,2+1,Mugla,Bodrum,Turgutreis,12 Mayıs  2025,4850000
Sahibinden,140.0,3+1,Mugla,Yatağan,Bilinmiyor,12 Mayıs  2025,4590000
Sahibinden,70.0,2+1,Mugla,Bodrum,Mumcular,12 Mayıs  2025,2950000
Sahibinden,65.0,1+1,Mugla,Milas,Güllük,12 Mayıs  2025,4500000
Sahibinden,120.0,3+1,Mugla,Milas,Ören,12 Mayıs  2025,5500000
Sahibinden,105.0,3+1,Mugla,Menteşe,Merkez,12 Mayıs  2025,4400000
Sahibinden,85.0,2+1,Mugla,Fethiye,Bilinmiyor,12 Mayıs  2025,8260000
Sahibinden,75.0,1+1,Mugla,Milas,Bilinmiyor,12 Mayıs  2025,4400000
Sahibinden,200.0,3+1,Mugla,Marmaris,İçmeler,12 Mayıs  2025,12500000
Sahibinden,120.0,3+1,Mugla,Menteşe,Merkez,12 Mayıs  2025,6500000
Sahibinden,90.0,2+1,Mugla,Fethiye,Köyler,12 Mayıs  2025,12000000
Sahibinden,110.0,3+1,Mugla,Bodrum,Bilinmiyor,11 Mayıs  2025,9500000
Sahibinden,96.0,2+1,Mugla,Ortaca,Bilinmiyor,11 Mayıs  2025,5240000
Sahibinden,124.0,2+1,Mugla,Fethiye,Bilinmiyor,11 Mayıs  2025,7950000
Sahibinden,220.0,4+1,Mugla,Fethiye,Bilinmiyor,11 Mayıs  2025,13000000
Sahibinden,95.0,2+1,Mugla,Yatağan,Bozarmut,11 Mayıs  2025,3300000
Sahibinden,105.0,2+1,Mugla,Bodrum,Yalıkavak,11 Mayıs  2025,11500000
Sahibinden,110.0,2+1,Mugla,Bodrum,Yalıkavak,11 Mayıs  2025,10900000
Sahibinden,120.0,3+1,Mugla,Marmaris,Bilinmiyor,13 Mayıs  2025,6900000
Sahibinden,110.0,1+1,Mugla,Dalaman,Bilinmiyor,11 Mayıs  2025,3600000
Sahibinden,75.0,2+1,Mugla,Bodrum,Bilinmiyor,11 Mayıs  2025,11750000
Sahibinden,40.0,1+1,Mugla,Yatağan,Bilinmiyor,13 Mayıs  2025,2140000
Sahibinden,150.0,2+1,Mugla,Dalaman,Bilinmiyor,10 Mayıs  2025,4750000
